station_id,station_name,basin,country,latitude,longitude,date,year,month,day,day_of_year,rainfall_mm,river_level_m,soil_moisture_percent,temperature_celsius,flood_risk_score,flood_event_occurred,severity_level,season,monsoon_season,data_quality_score
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2022-10-06,2022,10,6,279,32.75,7.28,58.76,36.67,4.86,0,Moderate,Autumn,1,0.884
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2010-05-22,2010,5,22,142,4.78,5.71,36.98,15.11,3.6,0,Moderate,Spring,0,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2015-03-27,2015,3,27,86,4.83,2.25,15.28,8.94,2.08,0,Low,Spring,0,0.972
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-08-05,2002,8,5,217,26.01,6.71,55.0,33.03,4.49,0,Moderate,Summer,1,0.934
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2012-02-08,2012,2,8,39,7.26,1.94,13.53,13.76,1.49,0,Low,Winter,0,0.944
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2010-06-17,2010,6,17,168,18.14,8.63,50.58,23.75,5.25,0,High,Summer,1,0.927
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-06-15,2012,6,15,167,17.54,8.64,38.35,20.27,5.18,0,High,Summer,1,0.981
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2005-11-08,2005,11,8,312,3.08,2.51,25.72,33.1,2.05,0,Low,Autumn,0,0.959
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2003-08-07,2003,8,7,219,30.27,8.64,49.64,31.53,5.82,0,High,Summer,1,0.971
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-12-23,2018,12,23,357,10.85,3.65,20.34,22.59,2.84,0,Low,Winter,0,0.89
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2006-04-24,2006,4,24,114,12.63,6.12,29.25,13.29,4.15,0,Moderate,Spring,0,0.885
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-11-11,2010,11,11,315,4.68,3.35,29.32,31.52,2.8,0,Low,Autumn,0,0.977
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-06-20,2019,6,20,171,20.65,8.05,37.54,23.2,4.91,0,Moderate,Summer,1,0.989
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2001-02-05,2001,2,5,36,6.33,2.78,15.34,13.45,1.63,0,Low,Winter,0,0.955
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2013-04-20,2013,4,20,110,12.5,5.83,28.6,11.85,3.54,0,Moderate,Spring,0,0.888
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-08-30,2016,8,30,243,25.43,8.13,54.31,33.67,5.13,0,High,Summer,1,0.881
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2010-06-11,2010,6,11,162,19.67,7.58,44.93,22.15,4.75,0,Moderate,Summer,1,0.945
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2015-03-22,2015,3,22,81,5.93,3.66,20.93,9.56,1.68,0,Low,Spring,0,0.944
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-01-30,2000,1,30,30,5.81,2.89,15.67,10.75,1.84,0,Low,Winter,0,0.909
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2009-12-27,2009,12,27,361,7.27,3.22,18.96,19.59,2.45,0,Low,Winter,0,0.897
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2017-06-01,2017,6,1,152,20.85,7.22,45.53,20.18,4.93,0,Moderate,Summer,1,0.883
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2021-04-10,2021,4,10,100,9.27,5.94,27.68,11.67,3.43,0,Moderate,Spring,0,0.979
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2021-03-12,2021,3,12,71,3.72,2.99,18.77,9.48,1.93,0,Low,Spring,0,0.952
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-06-04,2020,6,4,156,20.34,8.89,44.67,16.39,4.41,0,Moderate,Summer,1,0.909
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-01-04,2014,1,4,4,4.09,3.15,17.93,20.29,2.16,0,Low,Winter,0,0.89
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2002-01-25,2002,1,25,25,5.69,2.91,17.36,15.27,2.0,0,Low,Winter,0,0.887
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-07-16,2012,7,16,198,118.34,15.33,100.0,26.46,8.75,1,Extreme,Summer,1,0.978
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-08-29,2020,8,29,242,25.16,5.08,47.73,39.05,3.61,0,Moderate,Summer,1,0.973
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-12-01,2005,12,1,335,6.21,3.34,21.25,26.86,3.22,0,Moderate,Winter,0,0.883
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-11-13,2005,11,13,317,6.36,3.09,36.76,33.26,2.39,0,Low,Autumn,0,0.956
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2019-04-25,2019,4,25,115,8.09,5.09,19.71,11.54,2.92,0,Low,Spring,0,0.963
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2001-06-28,2001,6,28,179,17.51,7.82,45.77,24.2,4.52,0,Moderate,Summer,1,0.947
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-06-01,2013,6,1,152,18.68,7.57,48.52,19.81,4.23,0,Moderate,Summer,1,0.939
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2018-08-29,2018,8,29,241,26.52,7.03,45.62,34.4,4.72,0,Moderate,Summer,1,0.907
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-10-09,2024,10,9,283,33.13,7.93,62.75,36.33,5.45,0,High,Autumn,1,0.987
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2010-12-09,2010,12,9,343,7.89,3.51,19.84,23.23,2.81,0,Low,Winter,0,0.917
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-07-24,2013,7,24,205,22.93,6.54,48.39,30.4,5.16,0,High,Summer,1,0.988
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-11-01,2020,11,1,306,5.91,3.38,31.53,35.53,2.73,0,Low,Autumn,0,0.896
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2006-06-07,2006,6,7,158,25.16,8.39,42.72,20.68,5.31,0,High,Summer,1,0.941
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-04-18,2012,4,18,109,4.53,5.97,26.55,9.89,3.92,0,Moderate,Spring,0,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-09-24,2003,9,24,267,28.36,5.93,59.42,37.88,4.62,0,Moderate,Autumn,1,0.939
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-05-14,2002,5,14,134,4.31,5.53,24.93,11.61,2.91,0,Low,Spring,0,0.909
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2003-09-27,2003,9,27,270,35.97,6.69,54.74,34.98,4.61,0,Moderate,Autumn,1,0.9
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-08-30,2002,8,30,242,26.42,5.39,51.21,33.62,4.29,0,Moderate,Summer,1,0.955
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-07-24,2016,7,24,206,21.23,5.72,47.44,31.07,4.08,0,Moderate,Summer,1,0.893
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2020-01-02,2020,1,2,2,8.88,3.33,17.67,18.57,2.83,0,Low,Winter,0,0.98
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-07-20,2010,7,20,201,21.25,7.05,54.43,26.6,4.04,0,Moderate,Summer,1,0.949
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-11-04,2024,11,4,309,4.27,3.22,28.63,34.35,2.42,0,Low,Autumn,0,0.953
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2016-11-27,2016,11,27,332,11.19,4.08,27.61,31.8,2.06,0,Low,Autumn,0,0.927
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2007-09-26,2007,9,26,269,29.02,6.33,58.75,35.55,5.52,0,High,Autumn,1,0.966
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-12-03,2011,12,3,337,2.95,2.79,19.5,25.26,2.08,0,Low,Winter,0,0.956
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2024-02-26,2024,2,26,57,3.43,2.0,10.0,10.46,1.95,0,Low,Winter,0,0.955
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2005-02-05,2005,2,5,36,11.32,4.01,22.25,13.14,3.02,0,Moderate,Winter,0,0.891
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2014-03-01,2014,3,1,60,6.21,2.62,24.3,8.79,1.94,0,Low,Spring,0,0.931
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2002-12-15,2002,12,15,349,3.95,2.55,21.58,21.11,1.92,0,Low,Winter,0,0.975
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-09-16,2012,9,16,260,31.5,8.44,56.4,37.34,5.47,0,High,Autumn,1,0.885
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-03-12,2016,3,12,72,6.96,3.74,25.41,8.02,2.8,0,Low,Spring,0,0.905
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-08-29,2014,8,29,241,25.18,7.96,57.31,37.73,5.61,0,High,Summer,1,0.959
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2017-06-03,2017,6,3,154,18.98,7.59,50.01,18.52,5.12,0,High,Summer,1,0.927
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2001-03-06,2001,3,6,65,14.1,3.95,22.66,8.78,2.84,0,Low,Spring,0,0.919
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-02-08,2023,2,8,39,6.21,2.48,24.91,9.62,2.24,0,Low,Winter,0,0.97
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2012-08-25,2012,8,25,238,30.14,8.06,56.91,34.99,6.03,0,High,Summer,1,0.937
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-10-21,2006,10,21,294,32.66,5.98,50.61,33.72,5.5,0,High,Autumn,1,0.887
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2009-03-19,2009,3,19,78,5.59,2.93,13.49,7.9,1.61,0,Low,Spring,0,0.989
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2008-06-09,2008,6,9,161,17.99,6.84,37.6,20.48,4.16,0,Moderate,Summer,1,0.973
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2022-01-10,2022,1,10,10,6.25,3.22,17.0,18.6,2.09,0,Low,Winter,0,0.897
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2019-07-21,2019,7,21,202,22.81,6.17,52.8,32.01,4.85,0,Moderate,Summer,1,0.89
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2005-12-02,2005,12,2,336,4.39,2.78,28.15,25.72,2.68,0,Low,Winter,0,0.934
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-03-28,2021,3,28,87,14.14,4.01,25.08,10.97,2.88,0,Low,Spring,0,0.962
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2012-03-24,2012,3,24,84,12.74,4.58,29.71,9.73,2.23,0,Low,Spring,0,0.884
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-08-31,2002,8,31,243,24.99,5.7,50.18,32.89,4.26,0,Moderate,Summer,1,0.932
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2000-05-29,2000,5,29,150,3.98,5.72,29.3,16.79,3.03,0,Moderate,Spring,0,0.963
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-02-07,2017,2,7,38,7.24,3.52,14.05,13.03,2.09,0,Low,Winter,0,0.956
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2004-06-11,2004,6,11,163,18.25,6.76,43.14,21.86,4.72,0,Moderate,Summer,1,0.976
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2007-06-08,2007,6,8,159,18.22,6.83,45.3,20.32,4.58,0,Moderate,Summer,1,0.894
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2003-09-11,2003,9,11,254,28.28,6.54,53.33,33.68,5.15,0,High,Autumn,1,0.936
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2018-08-23,2018,8,23,235,29.85,8.76,61.48,36.39,5.87,0,High,Summer,1,0.981
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2011-11-07,2011,11,7,311,3.84,3.16,26.5,30.41,2.39,0,Low,Autumn,0,0.937
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2006-06-11,2006,6,11,162,17.39,7.69,40.91,21.5,4.18,0,Moderate,Summer,1,0.98
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-10-18,2014,10,18,291,32.45,7.55,53.35,33.47,5.76,0,High,Autumn,1,0.973
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2002-10-09,2002,10,9,282,34.17,7.67,50.36,35.44,5.87,0,High,Autumn,1,0.914
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-03-01,2012,3,1,61,5.75,3.39,20.08,8.33,1.67,0,Low,Spring,0,0.967
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2014-09-17,2014,9,17,260,29.09,7.09,55.1,36.93,4.66,0,Moderate,Autumn,1,0.959
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-05-25,2013,5,25,145,4.24,5.8,33.19,14.71,2.82,0,Low,Spring,0,0.888
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2003-05-09,2003,5,9,129,10.68,5.65,21.48,14.94,3.64,0,Moderate,Spring,0,0.896
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2003-11-15,2003,11,15,319,6.58,3.1,32.06,30.78,1.75,0,Low,Autumn,0,0.973
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-01-25,2010,1,25,25,7.54,3.9,19.74,12.58,2.64,0,Low,Winter,0,0.985
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2023-11-07,2023,11,7,311,3.51,2.95,23.75,30.66,1.81,0,Low,Autumn,0,0.945
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-02-19,2017,2,19,50,14.01,4.3,17.98,11.45,2.75,0,Low,Winter,0,0.949
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2017-09-15,2017,9,15,258,37.1,6.59,62.16,36.87,5.31,0,High,Autumn,1,0.926
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2017-07-29,2017,7,29,210,26.32,7.67,51.12,31.85,4.08,0,Moderate,Summer,1,0.962
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2022-10-04,2022,10,4,277,34.27,7.37,49.22,36.05,4.88,0,Moderate,Autumn,1,0.912
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2008-01-16,2008,1,16,16,2.43,2.57,16.34,17.41,1.92,0,Low,Winter,0,0.94
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2010-10-31,2010,10,31,304,34.01,7.82,52.13,32.11,6.18,0,High,Autumn,1,0.908
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-05-16,2024,5,16,137,5.95,5.31,18.8,17.14,3.25,0,Moderate,Spring,0,0.902
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-02-10,2002,2,10,41,2.87,1.79,20.53,11.42,1.68,0,Low,Winter,0,0.913
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2009-03-27,2009,3,27,86,4.84,2.67,15.24,10.53,2.03,0,Low,Spring,0,0.964
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2015-09-30,2015,9,30,273,29.91,6.48,60.04,38.13,5.41,0,High,Autumn,1,0.989
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2014-03-17,2014,3,17,76,5.28,2.32,14.44,8.24,2.03,0,Low,Spring,0,0.924
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-12-29,2012,12,29,364,3.77,2.48,21.37,21.4,2.08,0,Low,Winter,0,0.915
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2007-02-28,2007,2,28,59,5.53,3.37,21.2,8.86,2.95,0,Low,Winter,0,0.9
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-06-03,2012,6,3,155,17.58,7.05,42.55,20.61,3.44,0,Moderate,Summer,1,0.944
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2015-10-28,2015,10,28,301,35.28,7.09,53.39,35.03,5.58,0,High,Autumn,1,0.984
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2016-04-01,2016,4,1,92,5.36,5.03,22.4,6.93,2.81,0,Low,Spring,0,0.898
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2013-08-18,2013,8,18,230,26.71,7.61,50.37,33.01,4.45,0,Moderate,Summer,1,0.94
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2008-03-03,2008,3,3,63,6.71,2.5,17.37,7.84,1.38,0,Low,Spring,0,0.914
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2015-03-24,2015,3,24,83,5.79,3.43,18.21,9.48,2.02,0,Low,Spring,0,0.884
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2004-05-17,2004,5,17,138,4.55,4.63,22.46,14.84,2.84,0,Low,Spring,0,0.926
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-09-28,2012,9,28,272,28.73,7.05,59.27,38.72,5.51,0,High,Autumn,1,0.932
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2009-05-05,2009,5,5,125,6.29,4.96,23.15,13.05,1.91,0,Low,Spring,0,0.96
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2023-04-10,2023,4,10,100,9.65,5.35,29.31,9.88,2.62,0,Low,Spring,0,0.937
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2023-04-20,2023,4,20,110,6.1,6.39,26.14,11.95,3.04,0,Moderate,Spring,0,0.881
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-06-16,2020,6,16,168,17.87,6.46,34.48,21.49,3.85,0,Moderate,Summer,1,0.917
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2004-02-22,2004,2,22,53,11.11,2.89,18.09,10.86,2.34,0,Low,Winter,0,0.96
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2020-04-14,2020,4,14,105,5.38,5.97,20.41,10.69,2.23,0,Low,Spring,0,0.984
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2016-11-23,2016,11,23,328,5.67,3.31,24.11,29.12,2.07,0,Low,Autumn,0,0.943
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2005-03-25,2005,3,25,84,2.53,2.34,19.96,8.57,1.56,0,Low,Spring,0,0.918
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2015-03-16,2015,3,16,75,8.11,3.71,28.63,6.94,2.73,0,Low,Spring,0,0.961
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2004-10-15,2004,10,15,289,32.34,6.65,60.55,34.64,4.7,0,Moderate,Autumn,1,0.908
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2006-03-18,2006,3,18,77,5.08,3.11,13.58,4.94,1.69,0,Low,Spring,0,0.896
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2013-02-02,2013,2,2,33,6.44,3.56,18.11,14.22,2.83,0,Low,Winter,0,0.979
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2014-04-01,2014,4,1,91,3.85,4.27,20.62,7.78,1.27,0,Low,Spring,0,0.889
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2010-04-23,2010,4,23,113,6.89,4.37,18.27,11.14,1.96,0,Low,Spring,0,0.957
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-01-20,2023,1,20,20,8.76,3.51,23.66,15.89,2.05,0,Low,Winter,0,0.961
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2012-04-14,2012,4,14,105,8.21,6.92,24.74,9.35,4.31,0,Moderate,Spring,0,0.918
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2020-05-29,2020,5,29,150,4.5,5.56,31.15,16.06,3.76,0,Moderate,Spring,0,0.938
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2022-06-13,2022,6,13,164,22.55,8.47,54.27,18.62,5.37,0,High,Summer,1,0.887
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2004-09-20,2004,9,20,264,29.14,8.36,56.12,38.8,5.27,0,High,Autumn,1,0.941
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2024-05-02,2024,5,2,123,6.04,6.16,26.4,10.43,2.98,0,Low,Spring,0,0.964
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-01-20,2019,1,20,20,6.69,2.71,15.17,15.1,1.57,0,Low,Winter,0,0.963
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2017-01-06,2017,1,6,6,11.48,4.03,20.94,18.46,2.2,0,Low,Winter,0,0.942
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2014-09-02,2014,9,2,245,31.7,7.2,55.61,36.34,5.66,0,High,Autumn,1,0.919
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2002-04-27,2002,4,27,117,9.88,6.82,22.86,10.21,2.74,0,Low,Spring,0,0.914
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2005-05-18,2005,5,18,138,7.17,6.52,36.82,12.26,3.78,0,Moderate,Spring,0,0.988
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2023-10-09,2023,10,9,282,33.8,7.88,53.79,36.84,5.42,0,High,Autumn,1,0.945
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2005-10-09,2005,10,9,282,32.51,9.21,57.34,38.01,5.56,0,High,Autumn,1,0.983
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2003-06-18,2003,6,18,169,18.54,8.35,41.91,20.28,4.91,0,Moderate,Summer,1,0.972
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2017-01-05,2017,1,5,5,5.68,3.21,19.4,23.58,2.44,0,Low,Winter,0,0.948
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2022-08-10,2022,8,10,222,26.25,6.34,58.43,32.14,4.7,0,Moderate,Summer,1,0.967
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2015-09-06,2015,9,6,249,33.34,9.57,64.3,35.94,6.86,0,High,Autumn,1,0.96
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2019-06-12,2019,6,12,163,19.51,6.66,40.75,24.24,4.05,0,Moderate,Summer,1,0.955
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2016-09-12,2016,9,12,256,31.62,8.24,59.47,36.22,5.7,0,High,Autumn,1,0.907
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-01-15,2015,1,15,15,11.03,3.92,30.98,17.12,3.19,0,Moderate,Winter,0,0.925
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2015-08-19,2015,8,19,231,24.84,5.46,48.25,36.83,4.78,0,Moderate,Summer,1,0.912
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2021-11-05,2021,11,5,309,8.71,3.25,29.88,36.33,1.99,0,Low,Autumn,0,0.916
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2012-02-02,2012,2,2,33,5.21,3.13,19.34,15.19,2.17,0,Low,Winter,0,0.881
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2002-11-10,2002,11,10,314,7.55,2.94,37.33,30.28,2.99,0,Low,Autumn,0,0.968
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2000-03-09,2000,3,9,69,7.12,3.41,19.29,6.03,2.52,0,Low,Spring,0,0.915
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2021-08-19,2021,8,19,231,25.89,7.19,61.47,31.63,5.47,0,High,Summer,1,0.893
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2020-04-15,2020,4,15,106,6.1,4.89,24.53,9.27,3.47,0,Moderate,Spring,0,0.925
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2015-01-24,2015,1,24,24,4.66,2.16,19.83,14.3,1.02,0,Low,Winter,0,0.936
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2010-09-17,2010,9,17,260,28.18,6.78,56.91,36.69,5.19,0,High,Autumn,1,0.987
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2013-12-17,2013,12,17,351,8.29,3.23,23.37,24.04,2.41,0,Low,Winter,0,0.976
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2018-11-25,2018,11,25,329,7.05,2.92,30.29,28.53,2.03,0,Low,Autumn,0,0.921
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2014-06-19,2014,6,19,170,20.31,7.91,36.17,19.74,4.97,0,Moderate,Summer,1,0.96
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2001-07-20,2001,7,20,201,24.51,4.68,53.83,25.56,3.76,0,Moderate,Summer,1,0.897
ASIA_0025,Pandu,Brahmaputra,India,26.581,88.5394,2019-04-06,2019,4,6,96,3.99,4.57,20.54,6.07,2.31,0,Low,Spring,0,0.9
ASIA_0022,Guwahati,Brahmaputra,India,24.4732,90.0963,2005-09-10,2005,9,10,253,259.94,41.38,100.0,36.75,8.55,1,Extreme,Autumn,1,0.985
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2009-10-19,2009,10,19,292,32.63,5.94,55.85,33.04,5.04,0,High,Autumn,1,0.965
ASIA_0023,Tezpur,Brahmaputra,India,28.0852,88.0062,2014-08-19,2014,8,19,231,25.55,6.91,50.76,34.64,4.2,0,Moderate,Summer,1,0.917
ASIA_0024,Dibrugarh,Brahmaputra,India,28.4315,88.5462,2019-05-22,2019,5,22,142,3.34,4.93,23.29,15.43,3.03,0,Moderate,Spring,0,0.934
ASIA_0021,Dhubri,Brahmaputra,India,25.6687,91.0618,2008-06-05,2008,6,5,157,20.42,8.59,40.51,18.56,4.7,0,Moderate,Summer,1,0.975
